ride_id,driver_id,passenger_id,pickup_datetime,dropoff_datetime,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,fare_amount,tip_amount,surge_multiplier,ride_status
RIDE00010551,DRV001538,PAS000414,2026-04-30 07:13:00,2026-04-30 07:25:00,37.783482,-122.420922,37.786073,-122.431501,7.8,0.0,1.0,completed
RIDE00010552,DRV001253,PAS004465,2026-04-30 11:16:00,2026-04-30 12:37:00,37.815703,-122.27347,37.353517,-121.869247,136.23,29.0,1.0,completed
RIDE00010553,DRV001591,PAS002567,2026-04-30 11:59:00,2026-04-30 12:13:00,37.801089,-122.405029,37.78878,-122.255724,29.78,6.0,1.0,completed
RIDE00010554,DRV000291,PAS000223,2026-04-30 15:40:00,2026-04-30 15:45:00,37.780404,-122.427253,37.770688,-122.416954,6.46,1.0,1.0,completed
RIDE00010555,DRV001404,PAS004736,2026-04-30 06:33:00,2026-04-30 06:42:00,37.758949,-122.413643,37.754084,-122.405299,6.8,0.0,1.0,completed
RIDE00010556,DRV001155,PAS004443,2026-04-30 07:34:00,2026-04-30 08:33:00,37.337583,-121.876477,37.454553,-122.1428,170.13,24.0,2.53,completed
RIDE00010557,DRV000891,PAS001137,2026-04-30 08:48:00,2026-04-30 10:48:00,37.326516,-121.887233,37.761711,-122.460519,160.95,25.0,1.0,completed
RIDE00010558,DRV001860,PAS003188,2026-04-30 02:28:00,2026-04-30 02:33:00,37.819025,-122.254737,37.818917,-122.283146,8.37,2.0,1.0,completed
RIDE00010559,DRV001524,PAS004433,2026-04-30 21:11:00,2026-04-30 21:16:00,37.346896,-121.894404,37.328475,-121.8719,9.0,0.0,1.0,completed
RIDE00010560,DRV000657,PAS001006,2026-04-30 19:56:00,2026-04-30 20:01:00,37.790321,-122.424317,37.808917,-122.439019,8.26,0.0,1.0,completed
RIDE00010561,DRV001269,PAS003086,2026-04-30 21:49:00,2026-04-30 23:01:00,37.804487,-122.403125,37.433047,-122.12813,107.89,15.0,1.0,completed
RIDE00010562,DRV000247,PAS001847,2026-04-30 16:09:00,2026-04-30 16:31:00,37.804561,-122.257009,37.798194,-122.452206,39.14,0.0,1.0,completed
RIDE00010563,DRV001352,PAS000110,2026-04-30 06:32:00,2026-04-30 07:53:00,37.873804,-122.26447,37.38408,-122.071974,126.61,0.0,1.0,completed
RIDE00010564,DRV001157,PAS001006,2026-04-30 14:27:00,2026-04-30 14:37:00,37.800386,-122.268386,37.792161,-122.275058,7.4,0.0,1.0,completed
RIDE00010565,DRV000363,PAS003631,2026-04-30 06:54:00,2026-04-30 07:05:00,37.862145,-122.268667,37.870912,-122.263972,7.65,0.0,1.0,completed
RIDE00010566,DRV001073,PAS001528,2026-04-30 21:32:00,2026-04-30 22:46:00,37.79569,-122.446139,37.450545,-122.154789,105.49,23.0,1.0,completed
RIDE00010567,DRV001845,PAS003730,2026-04-30 21:57:00,2026-04-30 22:12:00,37.801554,-122.274522,37.794537,-122.406373,27.32,0.0,1.0,completed
RIDE00010568,DRV000420,PAS003485,2026-04-30 19:18:00,2026-04-30 19:59:00,37.804893,-122.409652,37.866771,-122.262726,40.39,0.0,1.0,completed
RIDE00010569,DRV001958,PAS003034,2026-04-30 13:15:00,2026-04-30 13:26:00,37.810964,-122.393179,37.78063,-122.381927,11.95,0.0,1.0,completed
RIDE00010570,DRV001305,PAS004648,2026-04-30 18:56:00,2026-04-30 20:56:00,37.354701,-121.896852,37.796224,-122.453374,441.44,0.0,2.76,completed
RIDE00010571,DRV000215,PAS002626,2026-04-30 02:34:00,2026-04-30 02:43:00,37.760822,-122.425598,37.767872,-122.439021,7.68,0.0,1.0,completed
RIDE00010572,DRV001466,PAS000879,2026-04-30 08:20:00,2026-04-30 08:32:00,37.774884,-122.447515,37.745457,-122.425833,12.73,0.0,1.0,completed
RIDE00010573,DRV001857,PAS001585,2026-04-30 17:07:00,2026-04-30 19:07:00,37.372886,-122.075276,37.750907,-122.406716,128.08,14.0,1.0,completed
RIDE00010574,DRV001928,PAS002437,2026-04-30 23:30:00,2026-04-30 23:49:00,37.789983,-122.269181,37.804342,-122.403361,29.02,5.0,1.0,completed
RIDE00010575,DRV000486,PAS002699,2026-04-30 17:31:00,2026-04-30 18:01:00,37.781367,-122.4241,37.88072,-122.273964,41.6,5.0,1.0,completed
RIDE00010576,DRV000114,PAS000987,2026-04-30 02:49:00,2026-04-30 02:54:00,37.808426,-122.435757,37.803675,-122.422959,6.17,0.0,1.0,completed
RIDE00010577,DRV000575,PAS001400,2026-04-30 17:22:00,2026-04-30 18:10:00,37.348599,-121.893507,37.375768,-122.075642,45.56,0.0,1.0,completed
RIDE00010578,DRV001051,PAS002717,2026-04-30 19:31:00,2026-04-30 19:41:00,37.772789,-122.403553,37.804386,-122.413007,21.51,0.0,1.82,completed
RIDE00010579,DRV001952,PAS002808,2026-04-30 08:13:00,2026-04-30 08:24:00,37.805847,-122.410964,37.763556,-122.449792,15.97,0.0,1.0,completed
RIDE00010580,DRV000245,PAS003319,2026-04-30 11:20:00,2026-04-30 12:53:00,37.747902,-122.418902,37.333692,-121.882748,145.9,28.0,1.0,completed
RIDE00010581,DRV000061,PAS003388,2026-04-30 11:51:00,2026-04-30 11:58:00,37.767152,-122.43,37.762476,-122.419013,6.52,0.0,1.0,completed
RIDE00010582,DRV000814,PAS004377,2026-04-30 09:40:00,2026-04-30 09:47:00,37.778146,-122.420852,37.787037,-122.396934,8.67,0.0,1.0,completed
RIDE00010583,DRV000216,PAS001055,2026-04-30 14:38:00,2026-04-30 15:40:00,37.75156,-122.443237,37.386104,-122.09311,110.39,20.0,1.0,completed
RIDE00010584,DRV000137,PAS000820,2026-04-30 18:55:00,2026-04-30 19:00:00,37.797818,-122.421608,37.801271,-122.402405,7.03,0.0,1.0,completed
RIDE00010585,DRV001485,PAS001015,2026-04-30 16:27:00,2026-04-30 16:40:00,37.793971,-122.286021,37.79716,-122.399665,23.89,5.0,1.0,completed
RIDE00010586,DRV001905,PAS002186,2026-04-30 08:18:00,2026-04-30 08:28:00,37.790559,-122.419841,37.802392,-122.416055,7.88,0.0,1.0,completed
RIDE00010587,DRV001779,PAS003649,2026-04-30 18:55:00,2026-04-30 19:02:00,37.814676,-122.256246,37.819575,-122.279672,8.33,0.0,1.0,completed
RIDE00010588,DRV000947,PAS000427,2026-04-30 09:06:00,2026-04-30 09:12:00,37.810213,-122.426359,37.781556,-122.399338,11.25,0.0,1.0,completed
RIDE00010589,DRV001696,PAS002105,2026-04-30 12:54:00,2026-04-30 13:16:00,37.787966,-122.277407,37.767714,-122.415592,-30.72,8.0,1.0,completed
RIDE00010590,DRV001590,PAS002719,2026-04-30 07:09:00,2026-04-30 07:14:00,37.774876,-122.433839,37.772374,-122.418722,10.52,0.0,1.65,completed
RIDE00010591,DRV000731,PAS004294,2026-04-30 03:31:00,2026-04-30 03:58:00,37.778276,-122.414064,37.866438,-122.278385,37.6,0.0,1.0,completed
RIDE00010592,DRV000626,PAS004005,2026-04-30 18:29:00,2026-04-30 18:38:00,37.796385,-122.389772,37.779228,-122.391645,8.55,0.0,1.0,completed
RIDE00010593,DRV000320,PAS002366,2026-04-30 16:21:00,2026-04-30 16:27:00,37.785843,-122.44625,37.780799,-122.443966,5.34,0.0,1.0,completed
RIDE00010594,DRV001377,PAS002574,2026-04-30 18:11:00,,37.749105,-122.418309,,,0.0,0.0,1.0,cancelled
RIDE00010595,DRV000597,PAS002064,2026-04-30 08:48:00,2026-04-30 08:53:00,37.775877,-122.464368,37.780464,-122.461441,11.05,0.0,2.21,completed
RIDE00010596,DRV000025,PAS003731,2026-04-30 18:55:00,2026-04-30 19:01:00,37.824105,-122.397465,37.803015,-122.427481,28.28,0.0,2.7,completed
RIDE00010597,DRV000411,PAS001373,2026-04-30 22:51:00,2026-04-30 23:02:00,37.770841,-122.424323,37.79158,-122.400526,11.25,0.0,1.0,completed
RIDE00010598,DRV000611,PAS001336,2026-04-30 20:42:00,2026-04-30 20:51:00,37.344163,-121.895456,37.352752,-121.897351,6.9,2.0,1.0,completed
RIDE00010599,DRV001531,PAS001818,2026-04-30 07:35:00,2026-04-30 07:45:00,37.792995,-122.408691,37.781545,-122.416072,21.04,0.0,2.63,completed
RIDE00010600,DRV000150,PAS002648,2026-04-30 08:34:00,2026-04-30 08:39:00,37.792446,-122.42971,37.791489,-122.42277,6.2,0.0,1.22,completed
RIDE00010601,DRV000773,PAS004648,2026-04-30 18:25:00,2026-04-30 18:31:00,37.779189,-122.433895,37.763968,-122.441623,7.49,0.0,1.0,completed
RIDE00010602,DRV001727,PAS000426,2026-04-30 21:19:00,2026-04-30 22:24:00,37.763047,-122.410438,37.449122,-122.155946,94.6,0.0,1.0,completed
RIDE00010603,DRV000991,PAS004835,2026-04-30 08:43:00,,37.373401,-122.080314,,,0.0,0.0,1.0,cancelled
RIDE00010604,DRV000406,PAS000740,2026-04-30 07:18:00,2026-04-30 08:27:00,37.449328,-122.157726,37.32364,-121.868434,74.18,9.0,1.0,completed
RIDE00010605,DRV000825,PAS002944,2026-04-30 17:16:00,,37.458079,-122.138405,,,0.0,0.0,1.65,cancelled
RIDE00010606,DRV000250,PAS000031,2026-04-30 18:22:00,2026-04-30 18:33:00,37.809937,-122.435292,37.815312,-122.405189,20.35,0.0,1.93,completed
RIDE00010607,DRV000280,PAS002755,2026-04-30 10:40:00,2026-04-30 10:47:00,37.770326,-122.420392,37.797572,-122.39226,15.68,0.0,1.37,completed
RIDE00010608,DRV000542,PAS003782,2026-04-30 12:00:00,2026-04-30 12:58:00,37.442746,-122.148204,37.761218,-122.405471,93.48,14.0,1.0,completed
RIDE00010609,DRV001014,PAS000506,2026-04-30 11:42:00,2026-04-30 13:15:00,37.349972,-121.893098,37.801279,-122.432884,151.41,0.0,1.0,completed
RIDE00010610,DRV001155,PAS000314,2026-04-30 15:29:00,2026-04-30 15:41:00,37.807907,-122.417524,37.770322,-122.447813,14.77,0.0,1.0,completed
RIDE00010611,DRV001776,PAS000867,2026-04-30 18:25:00,2026-04-30 18:30:00,37.809044,-122.449652,37.796649,-122.432646,7.56,2.0,1.0,completed
RIDE00010612,DRV000890,PAS000051,2026-04-30 23:31:00,2026-05-01 00:49:00,37.376819,-122.099008,37.789793,-122.404749,119.07,0.0,1.0,completed
RIDE00010613,DRV001904,PAS001224,2026-04-30 16:37:00,2026-04-30 16:43:00,37.791322,-122.444465,37.783343,-122.418119,8.64,0.0,1.0,completed
RIDE00010614,DRV001793,PAS000047,2026-04-30 09:06:00,2026-04-30 09:11:00,37.779007,-122.449111,37.775635,-122.439546,5.61,1.0,1.0,completed
RIDE00010615,DRV000175,PAS002243,2026-04-30 17:44:00,,37.78545,-122.39521,,,0.0,0.0,2.24,cancelled
RIDE00010616,DRV001247,PAS000146,2026-04-30 23:22:00,2026-04-30 23:30:00,37.779073,-122.443485,37.784164,-122.420777,8.53,0.0,1.0,completed
RIDE00010617,DRV001361,PAS002742,2026-04-30 08:02:00,2026-04-30 10:02:00,37.765455,-122.404829,37.335108,-121.887132,154.22,31.0,1.0,completed
RIDE00010618,DRV000185,PAS003347,2026-04-30 13:59:00,2026-04-30 14:07:00,37.40205,-122.06898,37.378316,-122.071495,9.53,0.0,1.0,completed
RIDE00010619,DRV000592,PAS001642,2026-04-30 18:31:00,2026-04-30 19:06:00,37.77905,-122.389994,37.809472,-122.269887,32.39,0.0,1.0,completed
RIDE00010620,DRV000430,PAS004511,2026-04-30 13:37:00,2026-04-30 13:48:00,37.750531,-122.398742,37.750201,-122.424253,9.73,0.0,1.0,completed
RIDE00010621,DRV001995,PAS000743,2026-04-30 11:58:00,2026-04-30 12:03:00,37.858651,-122.270112,37.881012,-122.290014,9.32,0.0,1.0,completed
RIDE00010622,DRV000673,PAS004028,2026-04-30 08:14:00,2026-04-30 08:40:00,37.798296,-122.284398,37.823864,-122.39419,27.9,0.0,1.0,completed
RIDE00010623,DRV000489,PAS001735,2026-04-30 12:06:00,2026-04-30 13:31:00,37.332924,-121.902812,37.78674,-122.422396,147.26,0.0,1.0,completed
RIDE00010624,DRV000311,PAS000117,2026-04-30 10:08:00,2026-04-30 10:14:00,37.777608,-122.425472,37.786677,-122.413425,6.86,0.0,1.0,completed
RIDE00010625,DRV001485,PAS004614,2026-04-30 11:04:00,2026-04-30 11:15:00,37.776368,-122.423282,37.772546,-122.401907,9.17,0.0,1.0,completed
RIDE00010626,DRV000104,PAS003199,2026-04-30 18:49:00,2026-04-30 20:49:00,37.790254,-122.415918,37.353313,-121.881124,156.96,30.0,1.0,completed
RIDE00010627,DRV000061,PAS000680,2026-04-30 05:28:00,2026-04-30 06:59:00,37.386942,-122.072896,37.804483,-122.42204,127.26,32.0,1.0,completed
RIDE00010628,DRV001038,PAS002320,2026-04-30 07:28:00,2026-04-30 08:10:00,37.808075,-122.267129,37.799269,-122.406639,52.36,0.0,1.43,completed
RIDE00010629,DRV000736,PAS004706,2026-04-30 14:08:00,2026-04-30 14:13:00,37.775728,-122.4321,37.773776,-122.426515,5.0,0.0,1.0,completed
RIDE00010630,DRV000431,PAS002710,2026-04-30 13:56:00,2026-04-30 15:22:00,37.389108,-122.095532,37.805668,-122.448957,125.97,15.0,1.0,completed
RIDE00010631,DRV001996,PAS001239,2026-04-30 18:56:00,2026-04-30 19:23:00,37.886489,-122.288359,37.788914,-122.39161,35.34,0.0,1.0,completed
RIDE00010632,DRV001166,PAS004735,2026-04-30 18:00:00,2026-04-30 18:11:00,37.790051,-122.425177,37.779106,-122.392993,11.19,0.0,1.0,completed
RIDE00010633,DRV000301,PAS001798,2026-04-30 20:41:00,2026-04-30 21:46:00,37.395226,-122.087592,37.814348,-122.264685,108.01,15.0,1.0,completed
RIDE00010634,DRV000820,PAS004149,2026-04-30 06:17:00,2026-04-30 07:18:00,37.439737,-122.139377,37.761834,-122.446521,99.35,0.0,1.0,completed
RIDE00010635,DRV000797,PAS000833,2026-04-30 13:06:00,2026-04-30 13:11:00,37.330617,-121.875624,37.342654,-121.8955,7.87,0.0,1.0,completed
RIDE00010636,DRV001914,PAS001065,2026-04-30 13:59:00,2026-04-30 14:59:00,37.425802,-122.159493,37.76517,-122.408083,96.85,17.0,1.0,completed
RIDE00010637,DRV000279,PAS003501,2026-04-30 18:19:00,2026-04-30 18:33:00,37.743994,-122.400871,37.767476,-122.419564,32.06,0.0,2.65,completed
RIDE00010638,DRV001991,PAS000919,2026-04-30 15:02:00,2026-04-30 15:12:00,37.757807,-122.427244,37.7582,-122.396977,10.16,2.0,1.0,completed
RIDE00010639,DRV000273,PAS001453,2026-04-30 22:25:00,2026-04-30 22:50:00,37.813474,-122.261954,37.789105,-122.416033,34.16,8.0,1.0,completed
RIDE00010640,DRV000406,PAS002085,2026-04-30 14:09:00,2026-04-30 14:17:00,37.816269,-122.429382,37.805389,-122.402476,9.55,1.0,1.0,completed
RIDE00010641,DRV001987,PAS000454,2026-04-30 15:32:00,2026-04-30 15:45:00,37.809119,-122.404574,37.747069,-122.433733,19.28,0.0,1.0,completed
RIDE00010642,DRV001984,PAS004781,2026-04-30 07:09:00,2026-04-30 07:21:00,37.755621,-122.406646,37.770062,-122.401381,9.02,0.0,1.0,completed
RIDE00010643,DRV001938,PAS001676,2026-04-30 08:28:00,,37.427499,-122.157316,,,0.0,0.0,1.0,cancelled
RIDE00010644,DRV000392,PAS002766,2026-04-30 19:38:00,2026-04-30 19:50:00,37.768634,-122.426426,37.758492,-122.442011,15.74,0.0,1.71,completed
RIDE00010645,DRV001325,PAS000662,2026-04-30 19:40:00,2026-04-30 21:40:00,37.38239,-122.069672,37.799074,-122.388209,339.91,74.0,2.55,completed
RIDE00010646,DRV000047,PAS000164,2026-04-30 17:21:00,2026-04-30 17:33:00,37.793398,-122.255137,37.801232,-122.274491,9.44,1.0,1.0,completed
RIDE00010647,DRV001342,PAS003229,2026-04-30 19:19:00,2026-04-30 19:28:00,37.795273,-122.399394,37.807263,-122.409404,8.0,0.0,1.0,completed
RIDE00010648,DRV001730,PAS003270,2026-04-30 08:21:00,2026-04-30 10:00:00,37.806129,-122.420633,37.39139,-122.094302,220.23,31.0,1.73,completed
RIDE00010649,DRV001860,PAS001455,2026-04-30 17:35:00,2026-04-30 18:19:00,37.796841,-122.451262,37.813072,-122.259582,63.93,0.0,1.41,completed
RIDE00010650,DRV000575,PAS002911,2026-04-30 17:00:00,2026-04-30 17:10:00,37.761485,-122.417441,37.757943,-122.4066,7.3,0.0,1.0,completed
RIDE00010651,DRV000509,PAS004353,2026-04-30 17:45:00,2026-04-30 19:33:00,37.424887,-122.137756,37.795755,-122.393437,117.13,26.0,1.0,completed
RIDE00010652,DRV001221,PAS000346,2026-04-30 10:10:00,2026-04-30 10:28:00,37.787634,-122.385712,37.883027,-122.256703,35.06,0.0,1.0,completed
RIDE00010653,DRV000257,PAS003476,2026-04-30 11:20:00,2026-04-30 11:29:00,37.792766,-122.426028,37.798474,-122.427473,-6.33,2.0,1.0,completed
RIDE00010654,DRV000534,PAS000001,2026-04-30 19:11:00,2026-04-30 21:11:00,37.862177,-122.269844,37.379979,-122.097112,136.04,20.0,1.0,completed
RIDE00010655,DRV000545,PAS002330,2026-04-30 15:24:00,2026-04-30 15:33:00,37.387836,-122.074439,37.38158,-122.07788,-6.53,0.0,1.0,completed
RIDE00010656,DRV000920,PAS000700,2026-04-30 16:57:00,2026-04-30 18:13:00,37.771253,-122.408818,37.369266,-122.073068,119.11,0.0,1.0,completed
RIDE00010657,DRV000677,PAS002715,2026-04-30 18:38:00,,37.769834,-122.401661,,,0.0,0.0,2.57,cancelled
RIDE00010658,DRV001304,PAS003029,2026-04-30 09:02:00,2026-04-30 09:07:00,37.797649,-122.420635,37.77825,-122.407163,8.31,0.0,1.0,completed
RIDE00010659,DRV000057,PAS000599,2026-04-30 08:25:00,2026-04-30 08:30:00,37.763208,-122.451908,37.783823,-122.446442,8.1,0.0,1.0,completed
RIDE00010660,DRV000470,PAS004745,2026-04-30 23:40:00,2026-05-01 00:40:00,37.794432,-122.397339,37.438047,-122.159917,98.91,20.0,1.0,completed
RIDE00010661,DRV001282,PAS000441,2026-04-30 11:32:00,2026-04-30 11:49:00,37.742199,-122.399254,37.818408,-122.448491,24.25,4.0,1.0,completed
RIDE00010662,DRV000478,PAS001591,2026-04-30 19:02:00,2026-04-30 21:02:00,37.793043,-122.431595,37.346053,-121.884016,159.74,30.0,1.0,completed
RIDE00010663,DRV000502,PAS004864,2026-04-30 10:30:00,2026-04-30 10:41:00,37.782056,-122.455452,37.803471,-122.464836,10.2,0.0,1.0,completed
RIDE00010664,DRV001595,PAS002254,2026-04-30 06:45:00,2026-04-30 06:53:00,37.790602,-122.402558,37.768976,-122.417876,9.72,1.0,1.0,completed
RIDE00010665,DRV001282,PAS003495,2026-04-30 18:33:00,2026-04-30 18:41:00,37.797572,-122.412127,37.78254,-122.439769,10.06,0.0,1.0,completed
RIDE00010666,DRV000552,PAS000500,2026-04-30 13:47:00,2026-04-30 13:56:00,37.771769,-122.423617,37.758622,-122.424937,7.77,0.0,1.0,completed
RIDE00010667,DRV000736,PAS004310,2026-04-30 21:16:00,2026-04-30 21:25:00,37.776494,-122.446509,37.757737,-122.426679,9.96,0.0,1.0,completed
RIDE00010668,DRV001159,PAS002976,2026-04-30 19:48:00,2026-04-30 19:55:00,37.401941,-122.092226,37.395994,-122.09624,5.91,0.0,1.0,completed
RIDE00010669,DRV001071,PAS002202,2026-04-30 22:18:00,2026-04-30 22:24:00,37.818759,-122.262273,37.788162,-122.255552,10.34,1.0,1.0,completed
RIDE00010670,DRV000038,PAS002103,2026-04-30 18:07:00,2026-04-30 18:16:00,37.755734,-122.412624,37.809866,-122.445588,16.89,0.0,1.0,completed
RIDE00010671,DRV000306,PAS004131,2026-04-30 17:01:00,2026-04-30 17:09:00,37.789978,-122.400512,37.759529,-122.398278,10.84,0.0,1.0,completed
RIDE00010672,DRV001725,PAS000647,2026-04-30 08:13:00,2026-04-30 08:18:00,37.854264,-122.281631,37.869943,-122.272837,7.34,0.0,1.0,completed
RIDE00010673,DRV001352,PAS004887,2026-04-30 20:26:00,2026-04-30 21:40:00,37.792032,-122.267652,37.334874,-121.880553,131.84,22.0,1.0,completed
RIDE00010674,DRV000419,PAS002910,2026-04-30 17:38:00,2026-04-30 17:43:00,37.878075,-122.277795,37.875956,-122.289735,5.88,0.0,1.0,completed
RIDE00010675,DRV001428,PAS001646,2026-04-30 17:43:00,2026-04-30 17:48:00,37.801705,-122.407632,37.783826,-122.383789,14.4,0.0,1.59,completed
RIDE00010676,DRV001832,PAS002805,2026-04-30 18:52:00,2026-04-30 20:44:00,37.401527,-122.079236,37.775174,-122.416628,125.5,0.0,1.0,completed
RIDE00010677,DRV000256,PAS003383,2026-04-30 22:16:00,,37.811154,-122.425113,,,0.0,0.0,1.0,cancelled
RIDE00010678,DRV001821,PAS001114,2026-04-30 10:13:00,2026-04-30 10:35:00,37.772484,-122.414415,37.857859,-122.265603,37.37,0.0,1.0,completed
RIDE00010679,DRV000494,PAS004839,2026-04-30 18:21:00,2026-04-30 20:07:00,37.432672,-122.132701,37.817215,-122.398972,293.13,0.0,2.45,completed
RIDE00010680,DRV000114,PAS003786,2026-04-30 03:53:00,2026-04-30 04:22:00,37.743787,-122.412651,37.882303,-122.288847,,0.0,1.0,completed
RIDE00010681,DRV001549,PAS000556,2026-04-30 18:00:00,2026-04-30 18:55:00,37.885239,-122.264249,37.788322,-122.424808,101.62,22.0,2.03,completed
RIDE00010682,DRV001879,PAS003075,2026-04-30 17:09:00,2026-04-30 17:21:00,37.760656,-122.434153,37.750557,-122.427728,13.36,0.0,1.61,completed
RIDE00010683,DRV000455,PAS003345,2026-04-30 16:10:00,2026-04-30 17:17:00,37.453502,-122.146111,37.786562,-122.423649,100.25,0.0,1.0,completed
RIDE00010684,DRV000950,PAS004386,2026-04-30 10:54:00,2026-04-30 11:02:00,37.766852,-122.407132,37.788151,-122.407889,9.05,0.0,1.0,completed
RIDE00010685,DRV001055,PAS002220,2026-04-30 13:51:00,2026-04-30 14:14:00,37.789357,-122.281159,37.775854,-122.404152,28.5,0.0,1.0,completed
RIDE00010686,DRV000780,PAS000557,2026-04-30 08:32:00,2026-04-30 10:32:00,37.768545,-122.422628,37.325224,-121.90054,156.53,29.0,1.0,completed
RIDE00010687,DRV001801,PAS000366,2026-04-30 08:55:00,2026-04-30 09:33:00,37.795655,-122.284501,37.757023,-122.431203,93.08,20.0,2.47,completed
RIDE00010688,DRV000557,PAS004460,2026-04-30 18:44:00,2026-04-30 18:49:00,37.764806,-122.431593,37.764605,-122.408202,7.6,0.0,1.0,completed
RIDE00010689,DRV000078,PAS002065,2026-04-30 11:56:00,2026-04-30 12:07:00,37.77447,-122.449498,37.788469,-122.409822,12.48,0.0,1.0,completed
RIDE00010690,DRV000866,PAS000319,2026-04-30 15:13:00,2026-04-30 16:12:00,37.798817,-122.412151,37.440636,-122.150574,100.72,24.0,1.0,completed
RIDE00010691,DRV000309,PAS004384,2026-04-30 18:53:00,2026-04-30 19:39:00,37.7472,-122.424103,37.887347,-122.256779,53.79,0.0,1.0,completed
RIDE00010692,DRV001695,PAS001649,2026-04-30 10:47:00,2026-04-30 12:19:00,37.349368,-121.87299,37.757136,-122.397856,143.47,21.0,1.0,completed
RIDE00010693,DRV000410,PAS000674,2026-04-30 11:11:00,2026-04-30 11:30:00,37.776468,-122.459697,37.808903,-122.257636,39.91,0.0,1.0,completed
RIDE00010694,DRV000354,PAS001120,2026-04-30 08:44:00,2026-04-30 10:44:00,37.374104,-122.091071,37.801015,-122.422694,136.05,0.0,1.0,completed
RIDE00010695,DRV000278,PAS000619,2026-04-30 17:56:00,2026-04-30 18:01:00,37.809445,-122.42596,37.794273,-122.439291,9.87,0.0,1.3,completed
RIDE00010696,DRV000301,PAS003954,2026-04-30 09:05:00,2026-04-30 09:10:00,37.79054,-122.263681,37.799931,-122.273304,6.35,0.0,1.0,completed
RIDE00010697,DRV001203,PAS004732,2026-04-30 07:49:00,2026-04-30 07:55:00,37.375011,-122.084623,37.370024,-122.093645,16.74,0.0,2.79,completed
RIDE00010698,DRV000114,PAS003636,2026-04-30 17:50:00,2026-04-30 19:42:00,37.445825,-122.135943,37.815639,-122.263696,176.02,0.0,1.59,completed
RIDE00010699,DRV000743,PAS002232,2026-04-30 18:43:00,2026-04-30 19:11:00,37.801881,-122.262708,37.770306,-122.411152,34.54,0.0,1.0,completed
RIDE00010700,DRV001800,PAS001802,2026-04-30 08:06:00,2026-04-30 08:27:00,37.767799,-122.463698,37.79955,-122.39185,54.29,6.0,2.53,completed
RIDE00010701,DRV000814,PAS000082,2026-04-30 09:27:00,2026-04-30 09:45:00,37.796714,-122.440067,37.858258,-122.258243,38.3,0.0,1.0,completed
RIDE00010702,DRV000326,PAS004657,2026-04-30 15:56:00,2026-04-30 16:32:00,37.87759,-122.258729,37.76292,-122.450075,50.22,0.0,1.0,completed
RIDE00010703,DRV001586,PAS000812,2026-04-30 20:36:00,2026-04-30 20:53:00,37.743107,-122.416728,37.809554,-122.439622,21.0,3.0,1.0,completed
RIDE00010704,DRV000054,PAS001121,2026-04-30 07:52:00,2026-04-30 07:59:00,37.433183,-122.140483,37.433371,-122.127678,6.58,0.0,1.0,completed
RIDE00010705,DRV001244,PAS004943,2026-04-30 21:57:00,2026-04-30 22:02:00,37.440158,-122.131665,37.433057,-122.158541,8.38,0.0,1.0,completed
RIDE00010706,DRV001271,PAS001400,2026-04-30 12:44:00,2026-04-30 12:58:00,37.809359,-122.398473,37.774395,-122.458343,18.15,0.0,1.0,completed
RIDE00010707,DRV001157,PAS002054,2026-04-30 06:25:00,2026-04-30 06:30:00,37.77603,-122.428686,37.751419,-122.423549,8.85,0.0,1.0,completed
RIDE00010708,DRV000296,PAS004052,2026-04-30 09:32:00,2026-04-30 09:40:00,37.75902,-122.432909,37.778581,-122.401633,11.03,0.0,1.0,completed
RIDE00010709,DRV001641,PAS003777,2026-04-30 17:45:00,2026-04-30 17:50:00,37.344292,-121.875297,37.355721,-121.882288,10.42,1.0,1.61,completed
RIDE00010710,DRV000406,PAS001129,2026-04-30 09:53:00,2026-04-30 09:58:00,37.453322,-122.134713,37.448569,-122.152421,6.89,1.0,1.0,completed
RIDE00010711,DRV000994,PAS004166,2026-04-30 21:18:00,2026-04-30 21:23:00,37.81694,-122.453048,37.814685,-122.41284,10.2,0.0,1.0,completed
RIDE00010712,DRV001055,PAS002384,2026-04-30 14:17:00,2026-04-30 14:22:00,37.747363,-122.408849,37.745643,-122.426771,6.78,0.0,1.0,completed
RIDE00010713,DRV001982,PAS001804,2026-04-30 09:30:00,2026-04-30 10:34:00,37.812038,-122.255871,37.429679,-122.15541,97.7,0.0,1.0,completed
RIDE00010714,DRV000589,PAS003211,2026-04-30 06:03:00,2026-04-30 06:08:00,37.456069,-122.139952,37.471598,-122.138647,7.02,0.0,1.0,completed
RIDE00010715,DRV000191,PAS003915,2026-04-30 18:48:00,2026-04-30 18:58:00,37.750864,-122.400388,37.771002,-122.409642,9.67,0.0,1.0,completed
RIDE00010716,DRV000077,PAS003526,2026-04-30 13:35:00,2026-04-30 13:42:00,37.787028,-122.419727,37.786405,-122.400524,7.56,0.0,1.0,completed
RIDE00010717,DRV000268,PAS004433,2026-04-30 09:19:00,2026-04-30 09:26:00,37.814907,-122.288147,37.812928,-122.276982,6.36,0.0,1.0,completed
RIDE00010718,DRV000196,PAS000064,2026-04-30 21:27:00,2026-04-30 21:34:00,37.765465,-122.432657,37.824473,-122.425496,16.14,0.0,1.0,completed
RIDE00010719,DRV001461,PAS004079,2026-04-30 12:39:00,2026-04-30 12:47:00,37.762025,-122.403628,37.770535,-122.397248,6.83,0.0,1.0,completed
